기준연도,학교명,학기,재학생,학자금대출이용학생비율(%) 전체,학자금대출이용학생비율(%) 등록금
2016,서울신학대학교,2,"2,089",26.6,14.7
2016,서울여자대학교,1,"7,243",12.7,8.8
2016,서울여자대학교,2,"6,817",13.9,8.6
2016,서울장신대학교,1,481,32,23.9
2016,서울장신대학교,2,481,35.3,21
2016,서울한영대학교,1,714,22.5,18.1
2016,서울한영대학교,2,674,31.9,24
2016,서원대학교,1,"7,324",13,9.5
2016,서원대학교,2,"6,495",15.3,11.4
2016,선문대학교,1,"9,270",14.6,10.8
2016,선문대학교,2,"8,858",17.5,12.4
2016,성결대학교,1,"5,333",17.8,15.5
2016,성결대학교,2,"5,131",20.7,16
2016,성공회대학교,1,"2,159",16.7,8.6
2016,성공회대학교,2,"1,959",19.2,11.6
2016,성균관대학교,1,"19,108",7.8,5.5
2016,성균관대학교,2,"18,183",9,5.9
2016,성신여자대학교,1,"9,233",13.4,8.5
2016,성신여자대학교,2,"8,980",14.3,8
2016,세명대학교,1,"7,786",17.2,12.8
2016,세명대학교,2,"7,571",18.6,13.5
2016,세종대학교,1,"11,730",14.1,12.4
2016,세종대학교,2,"10,652",15.4,12.6
2016,세한대학교,1,"4,181",13.2,5.9
2016,세한대학교,2,"3,686",16.4,6
2016,송원대학교,1,"2,638",13.5,9.2
2016,송원대학교,2,"2,349",16,9.3
2016,수원가톨릭대학교,1,121,0,0
2016,수원가톨릭대학교,2,144,0,0
2016,수원대학교,1,"9,754",13.3,10.3
2016,수원대학교,2,"9,517",14.4,9
2016,숙명여자대학교,1,"10,257",11.2,8.6
2016,숙명여자대학교,2,"9,440",13.1,9.4
2016,순복음총회신학교,1,247,12.6,4.5
2016,순복음총회신학교,2,275,15.3,4
2016,순천향대학교,1,"10,569",13.3,7.7
2016,순천향대학교,2,"10,254",15.4,8.6
2016,숭실대학교,1,"12,926",12.8,9.7
2016,숭실대학교,2,"12,078",14.7,10.3
2016,신경주대학교,1,"1,821",14.3,10.5
2016,신경주대학교,2,"1,947",14.2,9.9
2016,신라대학교,1,"9,485",13,9
2016,신라대학교,2,"8,897",14.9,9.8
2016,신한대학교,1,"6,743",23,20.2
2016,신한대학교,2,"5,767",24.5,20.6
2016,아신대학교,1,733,35.1,25
2016,아신대학교,2,738,38.2,28.2
2016,아주대학교,1,"9,543",12.7,9.5
2016,아주대학교,2,"8,872",15.1,10.2
2016,안양대학교,1,"4,879",18.2,15.8
2016,안양대학교,2,"4,573",20.7,17.2
2016,연세대학교,1,"26,659",10.2,6.9
2016,연세대학교,2,"25,779",11,6.8
2016,영남대학교,1,"21,211",10.4,6.1
2016,영남대학교,2,"20,246",11.1,5.7
2016,영남신학대학교,1,415,20,9.4
2016,영남신학대학교,2,355,22.8,12.1
2016,영산대학교,1,"6,691",10.2,6.4
2016,영산대학교,2,"6,524",11.5,5.6
2016,영산선학대학교,1,46,0,0
2016,영산선학대학교,2,35,0,0
2016,예수대학교,1,563,13.9,9.1
2016,예수대학교,2,552,17.9,8.5
2016,예원예술대학교,1,"1,057",22,19.6
2016,예원예술대학교,2,980,26.6,22.1
2016,용인대학교,1,"6,282",19.8,15.8
2016,용인대학교,2,"6,057",22.2,18.2
2016,우석대학교,1,"7,626",13.3,9.8
2016,우석대학교,2,"6,793",16.5,12.6
2016,우송대학교,1,"9,591",14.9,12.6
2016,우송대학교,2,"8,327",15.9,13.4
2016,울산과학기술원,1,"2,893",6.6,2.8
2016,울산과학기술원,2,"3,021",7.1,3
2016,울산대학교,1,"12,190",9.8,7.2
2016,울산대학교,2,"11,857",10.7,7.2
2016,원광대학교,1,"15,158",13,8.2
2016,원광대학교,2,"14,701",14.7,8.7
2016,위덕대학교,1,"3,215",9,6.9
2016,위덕대학교,2,"2,846",11.8,9.1
2016,유원대학교,1,"3,646",17.1,13.2
2016,유원대학교,2,"3,355",21.2,15.9
2016,을지대학교,1,"5,125",14.2,10.2
2016,을지대학교,2,"4,946",17.1,11.9
2016,이화여자대학교,1,"15,540",7.3,4.9
2016,이화여자대학교,2,"14,155",8.2,4.5
2016,인제대학교,1,"9,643",12.4,8.8
2016,인제대학교,2,"9,507",13.4,8.5
2016,인천가톨릭대학교,1,780,16.3,14.5
2016,인천가톨릭대학교,2,763,21.5,19.1
2016,인천대학교,1,"12,053",13.7,7
2016,인천대학교,2,"11,595",14.7,5.8
2016,인하대학교,1,"17,124",13.3,8.9
2016,인하대학교,2,"16,187",14.3,9
2016,장로회신학대학교,1,678,25.4,17.7
2016,장로회신학대학교,2,608,23.4,14.5
2016,전남대학교,1,"19,520",7.6,2.2
2016,전남대학교,2,"18,574",8.7,2.3
2016,전북대학교,1,"18,029",8.2,3.2
2016,전북대학교,2,"17,328",9.1,2.6
2016,전주교육대학교,1,"1,181",4.1,0.8
2016,전주교육대학교,2,"1,189",6.1,1.2
2016,전주대학교,1,"11,308",12.6,7.2
2016,전주대학교,2,"10,503",13.6,5.9
2016,정석대학,1,90,0,0
2016,정석대학,2,91,0,0
2016,제주국제대학교,1,"1,437",9.1,5.3
2016,제주국제대학교,2,"1,390",10.2,3.5
2016,제주대학교,1,"10,222",7.2,2.1
2016,제주대학교,2,"9,535",8.5,2.1
2016,조선대학교,1,"19,103",10.2,6.3
2016,조선대학교,2,"18,360",11.6,6.3
2016,중부대학교,1,"8,023",14.6,10.4
2016,중부대학교,2,"7,472",17.4,12
2016,중앙대학교,1,"23,363",11.1,7.9
2016,중앙대학교,2,"22,110",13.6,10
2016,중앙승가대학교,1,190,0,0
2016,중앙승가대학교,2,200,0,0
2016,중원대학교,1,"3,649",17.8,14.2
2016,중원대학교,2,"3,060",21,16.1
2016,진주교육대학교,1,"1,365",5.8,2.3
2016,진주교육대학교,2,"1,349",6.2,1.1
2016,차의과학대학교,1,"2,207",12.2,8.2
2016,차의과학대학교,2,"1,873",13.6,5.8
2016,창신대학교,1,"1,649",12.5,7.9
2016,창신대학교,2,"1,510",13.6,7.3
2016,청운대학교,1,"6,697",16.3,11.1
2016,청운대학교,2,"6,214",19.5,12.1
2016,청주교육대학교,1,"1,223",9.2,3.4
2016,청주교육대학교,2,"1,241",11.4,3.9
2016,청주대학교,1,"11,427",10.4,6.7
2016,청주대학교,2,"11,458",11.4,5.8
2016,초당대학교,1,"3,157",16.1,10.7
2016,초당대학교,2,"3,095",16.5,10.4
2016,총신대학교,1,"1,906",20.5,15.4
2016,총신대학교,2,"1,860",23.2,16.4
2016,추계예술대학교,1,"1,249",21.4,16.6
2016,추계예술대학교,2,"1,151",24.8,20.9
2016,춘천교육대학교,1,"1,400",8.4,2.3
2016,춘천교육대학교,2,"1,384",10.7,2.7
2016,충남대학교,1,"18,153",6.6,1.9
2016,충남대학교,2,"17,660",8.1,1.8
2016,충북대학교,1,"14,150",7.4,2.6
2016,충북대학교,2,"13,808",8.5,2.4
2016,칼빈대학교,1,400,19.8,15.3
2016,칼빈대학교,2,406,26.8,23.4
2016,평택대학교,1,"3,909",17.1,13.8
2016,평택대학교,2,"3,621",19.1,13.1
2016,포항공과대학교,1,"1,449",2.7,0.7
2016,포항공과대학교,2,"1,381",2.5,0.9
2016,한경국립대학교,1,"5,934",10.1,4.3
2016,한경국립대학교,2,"5,725",10.8,3.7
2016,한국공학대학교,1,"7,370",16.9,13.5
2016,한국공학대학교,2,"6,960",18.7,13.9
2016,한국과학기술원,1,"3,873",1.5,0.3
2016,한국과학기술원,2,"3,761",2,0.5
2016,한국교원대학교,1,"2,396",5,1.5
2016,한국교원대학교,2,"2,375",5.9,1.3
2016,한국국제대학교,1,"3,362",13.4,9.1
2016,한국국제대학교,2,"3,371",15.3,10
2016,한국기술교육대학교,1,"4,432",8.4,3.7
2016,한국기술교육대학교,2,"3,953",8.9,2.7
2016,한국방송통신대학교,1,"115,537",1.8,1.2
2016,한국방송통신대학교,2,"103,935",1.7,1
2016,한국성서대학교,1,"1,074",28.2,24.7
2016,한국성서대학교,2,997,29.1,23.8
2016,한국예술종합학교,1,"2,599",10.7,5.5
2016,한국예술종합학교,2,"2,466",13.5,6.2
2016,한국외국어대학교,1,"17,042",11.3,8.5
2016,한국외국어대학교,2,"15,405",12.6,8.9
2016,한국전통문화대학교(일반),1,544,9.7,3.9
2016,한국전통문화대학교(일반),2,532,8.8,2.8
2016,한국체육대학교,1,"2,549",12.5,3.2
2016,한국체육대학교,2,"2,420",13.7,3
2016,한국침례신학대학교,1,"1,542",25.8,14.7
2016,한국침례신학대학교,2,"1,499",27,11.3
2016,한국항공대학교,1,"4,136",14.4,11.8
2016,한국항공대학교,2,"3,860",17.4,14
2016,한남대학교,1,"11,619",11,5.8
2016,한남대학교,2,"11,455",12.9,7.5
2016,한동대학교,1,"4,030",15.7,11.6
2016,한동대학교,2,"3,722",17.9,12.7
2016,한라대학교,1,"3,934",13.2,8.1
2016,한라대학교,2,"3,514",13.6,7.6
2016,한려대학교,1,553,18.8,13.6
2016,한려대학교,2,582,23.4,15.6
2016,한림대학교,1,"8,104",15.6,10.8
2016,한림대학교,2,"7,783",17.2,12
2016,한서대학교,1,"7,266",18.3,13.2
2016,한서대학교,2,"6,959",21.2,14.9
2016,한성대학교,1,"6,342",14.9,11.7
2016,한성대학교,2,"6,126",17.5,13.6
2016,한세대학교,1,"2,828",18.7,16
2016,한세대학교,2,"2,622",21.7,18.3
2016,한신대학교,1,"5,109",15.5,11.3
2016,한신대학교,2,"4,856",18.3,13.9
2016,한양대학교,1,"24,422",11.5,8.1
2016,한양대학교,2,"23,278",13.3,9.2
2016,한일장신대학교,1,869,22.6,15.2
2016,한일장신대학교,2,829,24.4,14.4
2016,한중대학교,1,779,10,4.4
2016,한중대학교,2,"1,008",14.5,6.5
2016,협성대학교,1,"4,289",16,11.1
2016,협성대학교,2,"4,158",18.3,13
2016,호남대학교,1,"7,198",11.5,7.7
2016,호남대학교,2,"7,044",12.7,7.6
2016,호남신학대학교,1,534,17.8,13.1
2016,호남신학대학교,2,506,21.3,12.1
2016,호서대학교,1,"11,910",14.3,9.3
2016,호서대학교,2,"11,842",16.8,12.5
2016,호원대학교,1,"5,739",15.3,10.1
2016,호원대학교,2,"5,133",20.5,13.6
2016,홍익대학교,1,"18,100",11.6,6.9
2016,홍익대학교,2,"17,484",13,7.3
2016,화성의과학대학교,1,705,8.1,6
2016,화성의과학대학교,2,739,13.8,11.6
2017,가야대학교(김해),1,"2,614",16.6,9.9
2017,가야대학교(김해),2,"2,406",17.2,9.4
2017,가천대학교,1,"18,417",13.8,11.5
2017,가천대학교,2,"17,072",15.5,12.5
2017,가톨릭관동대학교,1,"8,282",16.3,11.8
2017,가톨릭관동대학교,2,"7,740",18.2,13.3
2017,가톨릭꽃동네대학교,1,469,14.1,7.2
2017,가톨릭꽃동네대학교,2,440,17.3,9.3
2017,가톨릭대학교,1,"7,979",12.2,8.2
2017,가톨릭대학교,2,"7,327",13.8,8.7
2017,감리교신학대학교,1,823,22,15.8
2017,감리교신학대학교,2,786,24.3,17.3
2017,강남대학교,1,"6,759",15.6,12.2
2017,강남대학교,2,"6,151",13.9,6.6
2017,강서대학교,1,"1,444",17,14.1
2017,강서대학교,2,"1,185",18.7,12.5
2017,강원대학교,1,"19,837",11,3.9
2017,강원대학교,2,"18,983",12.2,4.2
2017,건국대학교,1,"23,558",13.5,9.9
2017,건국대학교,2,"21,714",14.5,9.8
2017,건양대학교,1,"7,646",13.3,8.1
2017,건양대학교,2,"7,469",14.1,6.7
2017,경기대학교,1,"13,766",13.6,9.4
2017,경기대학교,2,"13,172",14,8.9
2017,경남과학기술대학교,1,"4,962",10.7,3.5
2017,경남과학기술대학교,2,"4,759",11.2,2.4
2017,경남대학교,1,"11,959",10.7,5.6
2017,경남대학교,2,"11,370",10.9,5.3
2017,경동대학교,1,"8,095",16.6,13.5
2017,경동대학교,2,"6,976",20.2,16.6
2017,경북대학교,1,"22,890",8,2.2
2017,경북대학교,2,"21,489",8.7,2.6
2017,경상국립대학교,1,"13,963",9.2,2.5
2017,경상국립대학교,2,"13,377",9.9,2.3
2017,경성대학교,1,"12,448",13.5,8.7
2017,경성대학교,2,"11,578",14.7,9.2
2017,경운대학교,1,"4,524",12.8,8.3
2017,경운대학교,2,"4,339",15.5,10.1
2017,경인교육대학교,1,"2,639",5.3,1.7
2017,경인교육대학교,2,"2,588",6.1,1.7
2017,경일대학교,1,"6,837",11.4,7.2
2017,경일대학교,2,"6,011",13.5,8.5
2017,경희대학교,1,"26,063",11,6.8
2017,경희대학교,2,"23,685",11.8,6.8
2017,계명대학교,1,"21,269",13.1,9.7
2017,계명대학교,2,"20,061",13.4,8.7
2017,고려대학교,1,"27,563",8.3,5.7
2017,고려대학교,2,"25,934",9.5,6.5
2017,고신대학교,1,"3,926",17.4,10.4
2017,고신대학교,2,"3,700",18.5,9.9
2017,공주교육대학교,1,"1,482",5.2,1.1
2017,공주교육대학교,2,"1,481",4.5,0.6
2017,광신대학교,1,516,17.2,9.3
2017,광신대학교,2,484,19.8,11.6
2017,광운대학교,1,"8,019",13.1,9.1
2017,광운대학교,2,"7,517",14.5,10.3
2017,광주가톨릭대학교,1,76,0,0
2017,광주가톨릭대학교,2,81,0,0
2017,광주과학기술원,1,791,2.3,0.6
2017,광주과학기술원,2,689,1.9,0.6
2017,광주교육대학교,1,"1,376",4.8,0.7
2017,광주교육대학교,2,"1,364",6.2,0.5
2017,광주대학교,1,"7,277",10.8,4.2
2017,광주대학교,2,"6,490",11.8,4.3
2017,광주여자대학교,1,"3,684",10.4,6.3
2017,광주여자대학교,2,"3,588",12.1,5.2
2017,국립강릉원주대학교,1,"7,848",11.6,3.4
2017,국립강릉원주대학교,2,"7,392",12.3,2.7
2017,국립경국대학교,1,"6,123",8.9,2.3
2017,국립경국대학교,2,"5,753",9.2,2.1
2017,국립공주대학교,1,"13,119",9.2,3.6
2017,국립공주대학교,2,"12,691",10.4,3.4
2017,국립군산대학교,1,"7,042",11,3.2
2017,국립군산대학교,2,"6,777",11.7,3
2017,국립금오공과대학교,1,"5,916",8.7,2.5
2017,국립금오공과대학교,2,"5,755",10,2.1
2017,국립목포대학교,1,"7,221",11.8,2.9
2017,국립목포대학교,2,"6,813",12.7,2.8
2017,국립목포해양대학교,1,"2,647",21.4,2.8
2017,국립목포해양대학교,2,"2,515",25.8,3.7
2017,국립부경대학교,1,"16,597",9,3.1
2017,국립부경대학교,2,"15,314",9.8,3.3
2017,국립순천대학교,1,"7,007",10.2,3
2017,국립순천대학교,2,"6,640",11.5,2.8
2017,국립창원대학교,1,"8,059",7.6,2.6
2017,국립창원대학교,2,"7,672",8.3,2.4
2017,국립한국교통대학교,1,"8,356",11.6,3.9
2017,국립한국교통대학교,2,"7,998",11.9,3.6
2017,국립한국해양대학교,1,"6,700",13,2.9
2017,국립한국해양대학교,2,"6,166",14.4,3.8
2017,국립한밭대학교,1,"8,697",8.2,3.6
2017,국립한밭대학교,2,"7,964",9.5,3.7
2017,국민대학교,1,"15,290",13.1,9.9
2017,국민대학교,2,"14,210",13.3,9.5
2017,극동대학교,1,"3,874",15.1,11.2
2017,극동대학교,2,"3,438",17.7,11.3
2017,금강대학교,1,527,5.9,0.9
2017,금강대학교,2,491,7.5,1.2
2017,김천대학교,1,"3,281",12.2,7.4
2017,김천대학교,2,"3,270",12.4,7.6
2017,나사렛대학교,1,"5,268",17.3,12.6
2017,나사렛대학교,2,"5,078",19.4,13.3
2017,남부대학교,1,"3,136",12.9,6.3
2017,남부대학교,2,"2,896",15.4,6.5
2017,남서울대학교,1,"9,629",14.2,8.6
2017,남서울대학교,2,"9,229",13.7,6.7
2017,단국대학교,1,"22,948",14.4,10.9
2017,단국대학교,2,"21,520",15.4,11.4
2017,대구가톨릭대학교,1,"13,069",12.3,9.2
2017,대구가톨릭대학교,2,"12,431",13,9.4
2017,대구경북과학기술원,1,767,1.2,0
2017,대구경북과학기술원,2,682,1.6,0
2017,대구교육대학교,1,"1,636",6.2,1.7
2017,대구교육대학교,2,"1,632",7.3,2.1
2017,대구대학교,1,"17,373",11.9,8.2
2017,대구대학교,2,"16,738",12.1,7.4
2017,대구예술대학교,1,"1,198",19.2,12.6
2017,대구예술대학교,2,"1,221",19.3,13.3
2017,대구한의대학교,1,"6,896",11.8,8.1
2017,대구한의대학교,2,"6,262",12.8,8.5
2017,대신대학교,1,431,17.2,10.7
2017,대신대학교,2,333,20.4,7.2
2017,대전가톨릭대학교,1,46,0,0
2017,대전가톨릭대학교,2,59,0,0
2017,대전대학교,1,"9,281",13.3,7.9
2017,대전대학교,2,"8,537",14.5,8.1
2017,대전신학대학교,1,118,19.5,9.3
2017,대전신학대학교,2,138,27.5,14.5
2017,대진대학교,1,"7,636",17,11.8
2017,대진대학교,2,"7,041",17.8,10.2
2017,덕성여자대학교,1,"5,716",13.8,10.8
2017,덕성여자대학교,2,"5,360",14,7.4
2017,동국대학교,1,"21,646",12.5,9.4
2017,동국대학교,2,"19,989",13.9,9.5
2017,동덕여자대학교,1,"6,818",13.1,8.5
2017,동덕여자대학교,2,"6,289",14.5,8.1
2017,동명대학교,1,"7,947",14.9,8.4
2017,동명대학교,2,"7,311",14.3,5.9
2017,동서대학교,1,"10,581",17.2,11.9
2017,동서대학교,2,"10,065",17.7,11.5
2017,동신대학교,1,"6,872",10.8,6.5
2017,동신대학교,2,"6,295",13.9,8.6
2017,동아대학교,1,"18,924",13.8,8.9
2017,동아대학교,2,"17,920",14.7,9.1
2017,동양대학교,1,"4,310",14.9,10
2017,동양대학교,2,"3,723",15.9,8.5
2017,동의대학교,1,"15,623",11.9,6.6
2017,동의대학교,2,"15,019",12.7,6
2017,루터대학교,1,359,17.5,11.7
2017,루터대학교,2,342,11.7,5
2017,명지대학교,1,"13,586",15.1,10.9
2017,명지대학교,2,"12,602",16.5,11.5
2017,목원대학교,1,"7,893",13.6,7.8
2017,목원대학교,2,"7,582",14.6,6.6
2017,목포가톨릭대학교,1,519,14.8,7.1
2017,목포가톨릭대학교,2,558,18.5,8.1
2017,배재대학교,1,"8,598",12.9,7.9
2017,배재대학교,2,"7,635",14.6,8.5
2017,백석대학교,1,"12,023",19.3,13.3
2017,백석대학교,2,"11,264",22.2,17.6
2017,부산가톨릭대학교,1,"4,011",15.1,8.6
2017,부산가톨릭대학교,2,"3,699",15.2,7.7
2017,부산교육대학교,1,"1,545",6.1,2.1
2017,부산교육대학교,2,"1,548",5.8,1.6
2017,부산대학교,1,"21,121",8.7,2.5
2017,부산대학교,2,"19,718",9.3,2.5
2017,부산외국어대학교,1,"8,588",14.3,9
2017,부산외국어대학교,2,"8,050",14.1,7.8
2017,부산장신대학교,1,257,24.1,16
2017,부산장신대학교,2,230,28.3,19.6
2017,삼육대학교,1,"5,662",16.6,12.8
2017,삼육대학교,2,"5,176",17.8,12.8
2017,상명대학교,1,"12,798",14,10.5
2017,상명대학교,2,"12,172",16.5,12.1
2017,상지대학교,1,"6,453",13.9,9.7
2017,상지대학교,2,"6,294",13.4,8.9
2017,서강대학교,1,"8,302",7.5,4.7
2017,서강대학교,2,"7,505",7.9,4.9
2017,서경대학교,1,"6,468",15.6,12.8
2017,서경대학교,2,"6,137",17.5,13.9
2017,서울과학기술대학교,1,"10,406",11,6.7
2017,서울과학기술대학교,2,"9,683",12.5,7.1
2017,서울교육대학교,1,"1,546",4.7,1.5
2017,서울교육대학교,2,"1,513",4.4,1.2
2017,서울기독대학교,1,604,16.6,12.4
2017,서울기독대학교,2,520,12.3,6.3
2017,서울대학교,1,"16,511",3.8,1.7
2017,서울대학교,2,"15,865",4.2,1.8
2017,서울시립대학교,1,"8,990",6.8,1.7
2017,서울시립대학교,2,"8,598",6.9,1.4
2017,서울신학대학교,1,"2,291",22.6,14.9
2017,서울신학대학교,2,"2,099",23,7.9
2017,서울여자대학교,1,"7,187",12.3,7.9
2017,서울여자대학교,2,"6,587",13.7,8.2
2017,서울장신대학교,1,470,31.7,22.8
2017,서울장신대학교,2,460,31.5,19.3
2017,서울한영대학교,1,662,20.4,16
2017,서울한영대학교,2,651,28,20
2017,서원대학교,1,"7,053",13.1,9.1
2017,서원대학교,2,"6,429",15.2,10.5
2017,선문대학교,1,"9,357",15,10.1
2017,선문대학교,2,"8,648",16,10.8
2017,성결대학교,1,"5,331",17.6,15.1
2017,성결대학교,2,"4,940",19.3,16.1
2017,성공회대학교,1,"2,063",16.1,10.3
2017,성공회대학교,2,"1,939",17.3,8
2017,성균관대학교,1,"19,541",7.5,4.8
2017,성균관대학교,2,"18,085",7.9,4.5
2017,성신여자대학교,1,"9,124",15.1,12.4
2017,성신여자대학교,2,"8,599",14.4,7.9
2017,세명대학교,1,"7,647",15.7,10.9
2017,세명대학교,2,"7,229",18.8,12.9
2017,세종대학교,1,"11,861",12.8,10
2017,세종대학교,2,"10,942",14,10.6
2017,세한대학교,1,"4,216",14.4,6.8
2017,세한대학교,2,"3,827",14.1,5.5
2017,송원대학교,1,"2,874",12,7
2017,송원대학교,2,"2,424",14.6,8.5
2017,수원가톨릭대학교,1,124,0,0
2017,수원가톨릭대학교,2,118,0,0
2017,수원대학교,1,"9,472",13.3,9.5
2017,수원대학교,2,"9,276",13.4,7.8
2017,숙명여자대학교,1,"10,158",11.1,8.2
2017,숙명여자대학교,2,"9,380",12.5,9.2
2017,순복음총회신학교,1,229,15.3,7
2017,순복음총회신학교,2,239,13.4,3.8
2017,순천향대학교,1,"10,690",13,8.7
2017,순천향대학교,2,"10,126",14.1,7.1
2017,숭실대학교,1,"13,402",12.2,8.9
2017,숭실대학교,2,"12,382",13.5,9.6
2017,신경주대학교,1,"1,388",15,10.4
2017,신경주대학교,2,"1,542",13.8,8.7
2017,신라대학교,1,"9,616",13.6,9.2
2017,신라대학교,2,"8,606",13.8,7.9
2017,신한대학교,1,"6,607",21.9,19.4
2017,신한대학교,2,"6,416",25,21.3
2017,아신대학교,1,712,33.1,22.9
2017,아신대학교,2,678,34.4,25.5
2017,아주대학교,1,"9,704",14.3,11.5
2017,아주대학교,2,"8,814",13.6,9.7
2017,안양대학교,1,"4,805",18,15.3
2017,안양대학교,2,"4,542",19.8,16.7
2017,연세대학교,1,"26,613",10.3,6.8
2017,연세대학교,2,"25,404",11,6.9
2017,영남대학교,1,"21,142",11.4,6.8
2017,영남대학교,2,"20,078",11.4,5.8
2017,영남신학대학교,1,427,17.8,6.6
2017,영남신학대학교,2,389,22.1,10.8
2017,영산대학교,1,"6,942",9.9,5
2017,영산대학교,2,"6,266",10.7,4.7
2017,영산선학대학교,1,45,0,0
2017,영산선학대학교,2,45,0,0
2017,예수대학교,1,587,11.8,7.2
2017,예수대학교,2,552,17.2,10
2017,예원예술대학교,1,"1,082",22.3,19
2017,예원예술대학교,2,982,23.9,20.2
2017,용인대학교,1,"6,076",18.9,14.5
2017,용인대학교,2,"5,771",20.9,15.9
2017,우석대학교,1,"7,339",13.9,10.1
2017,우석대학교,2,"6,563",15.6,10.7
2017,우송대학교,1,"9,699",14.4,11.8
2017,우송대학교,2,"8,285",15,12.3
2017,울산과학기술원,1,"2,525",7.5,2.1
2017,울산과학기술원,2,"2,645",7.7,2.8
2017,울산대학교,1,"12,039",10.6,7.7
2017,울산대학교,2,"11,485",10.7,7.3
2017,원광대학교,1,"15,250",12.5,6.7
2017,원광대학교,2,"14,347",14.1,7
2017,위덕대학교,1,"3,173",9.1,6.2
2017,위덕대학교,2,"2,745",11.3,7.7
2017,유원대학교,1,"3,693",16.8,11.5
2017,유원대학교,2,"3,301",19.9,14.3
2017,을지대학교,1,"4,905",13.4,10.5
2017,을지대학교,2,"4,967",15.3,10.4
2017,이화여자대학교,1,"15,789",7.5,4.8
2017,이화여자대학교,2,"14,491",7.7,4.4
2017,인제대학교,1,"9,361",12.1,7.6
2017,인제대학교,2,"9,175",12.9,7.6
2017,인천가톨릭대학교,1,716,15.5,13.7
2017,인천가톨릭대학교,2,728,18,16.6
2017,인천대학교,1,"12,050",12.8,6.1
2017,인천대학교,2,"11,324",14.4,5.6
2017,인하대학교,1,"17,370",13.3,8.7
2017,인하대학교,2,"15,913",14.5,9
2017,장로회신학대학교,1,622,20.6,13.3
2017,장로회신학대학교,2,617,22,14.4
2017,전남대학교,1,"19,657",7.8,2.2
2017,전남대학교,2,"18,143",8.4,2.1
2017,전북대학교,1,"18,046",8.4,2.6
2017,전북대학교,2,"16,845",9,2.5
2017,전주교육대학교,1,"1,180",6.4,1.3
2017,전주교육대학교,2,"1,177",5.4,1
2017,전주대학교,1,"11,294",13,8.1
2017,전주대학교,2,"10,340",13.4,6
2017,정석대학,1,86,0,0
2017,정석대학,2,89,0,0
2017,제주국제대학교,1,"1,358",11.3,6
2017,제주국제대학교,2,"1,288",11,4.4
2017,제주대학교,1,"10,244",7.8,2.2
2017,제주대학교,2,"9,499",8.4,1.9
2017,조선대학교,1,"19,240",10.8,6.5
2017,조선대학교,2,"17,918",11,5.4
2017,중부대학교,1,"8,086",14.4,9.1
2017,중부대학교,2,"7,232",15.4,9.5
2017,중앙대학교,1,"23,584",11.1,7.7
2017,중앙대학교,2,"21,805",12,7.5
2017,중앙승가대학교,1,157,0,0
2017,중앙승가대학교,2,184,0,0
2017,중원대학교,1,"4,023",15.9,12.2
2017,중원대학교,2,"3,270",20.6,15.6
2017,진주교육대학교,1,"1,350",5.4,1
2017,진주교육대학교,2,"1,358",5.7,1.3
2017,차의과학대학교,1,"2,316",15.3,10.3
2017,차의과학대학교,2,"2,067",13.1,4.9
2017,창신대학교,1,"1,850",10.6,5.6
2017,창신대학교,2,"1,595",12.6,6.6
2017,청운대학교,1,"6,641",15.1,9.4
2017,청운대학교,2,"6,071",17.6,9.7
2017,청주교육대학교,1,"1,217",10,3.5
2017,청주교육대학교,2,"1,215",10,2.3
2017,청주대학교,1,"10,879",10.2,6.2
2017,청주대학교,2,"10,806",11.2,5.9
2017,초당대학교,1,"3,220",16.9,10.2
2017,초당대학교,2,"2,959",19.1,10.4
2017,총신대학교,1,"1,785",19.5,13.3
2017,총신대학교,2,"1,789",20.5,12.9
2017,추계예술대학교,1,"1,179",20,15.9
2017,추계예술대학교,2,"1,191",22.9,18.1
2017,춘천교육대학교,1,"1,383",7.3,1.7
2017,춘천교육대학교,2,"1,381",9.6,2.2
2017,충남대학교,1,"18,019",7.6,2.3
2017,충남대학교,2,"17,007",8,1.9
2017,충북대학교,1,"13,972",7.7,2.7
2017,충북대학교,2,"13,556",8.3,2.5
2017,칼빈대학교,1,510,17.8,15.1
2017,칼빈대학교,2,445,19.8,14.6
2017,평택대학교,1,"3,679",16.3,12.7
2017,평택대학교,2,"3,499",18.2,11.6
2017,포항공과대학교,1,"1,422",3.4,0.7
2017,포항공과대학교,2,"1,345",3.7,0.9
2017,한경국립대학교,1,"5,954",9.9,3.7
2017,한경국립대학교,2,"5,470",11,3.9
2017,한국공학대학교,1,"7,010",16.9,13.2
2017,한국공학대학교,2,"6,728",19.2,14.5
2017,한국과학기술원,1,"3,910",1.6,0.4
2017,한국과학기술원,2,"3,756",1.9,0.3
2017,한국교원대학교,1,"2,405",5.6,1.1
2017,한국교원대학교,2,"2,304",5.8,1.2
2017,한국국제대학교,1,"2,905",14.6,9
2017,한국국제대학교,2,"3,121",16,9.4
2017,한국기술교육대학교,1,"4,401",8.1,2.9
2017,한국기술교육대학교,2,"3,987",8.7,2.6
2017,한국방송통신대학교,1,"110,523",2,1.2
2017,한국방송통신대학교,2,"97,917",1.9,1.1
2017,한국성서대학교,1,"1,109",26,20.6
2017,한국성서대학교,2,"1,025",28.1,21.1
2017,한국예술종합학교,1,"2,693",12.2,5.7
2017,한국예술종합학교,2,"2,493",12.2,5.3
2017,한국외국어대학교,1,"17,345",11,7.6
2017,한국외국어대학교,2,"15,674",11.8,7.5
2017,한국전통문화대학교,1,540,7.4,2.6
