기준년도,학교,학과,"입학정원
(A)","정원내
신입생 충원율(%)
(D/B) × 100","경쟁률
(C/B)",대학자체대계열
2010,경기대학교,독어독문학과,30,96.7,18.1,인문・사회계열
2010,경기대학교,미술경영학과,20,100,8,예체능계열
2010,경기대학교,서예・문자예술학과,20,100,2.3,예체능계열
2010,경기대학교,생명과학과,42,100,23.7,자연과학계열
2010,경기대학교,사회체육학과,40,100,6.1,예체능계열
2010,경기대학교,체육학과,40,100,6.1,예체능계열
2010,경기대학교,프랑스어문학과,30,100,24.6,인문・사회계열
2010,경기대학교,장신구・금속디자인학과,22,95.5,17.7,예체능계열
2010,경기대학교,시각정보디자인학과,23,100,21.7,예체능계열
2010,경기대학교,도예학과,22,100,11.3,예체능계열
2010,경기대학교,수학과,42,100,18.9,자연과학계열
2010,경기대학교,산업디자인학과,23,100,21.8,예체능계열
2010,경기대학교,서양화학과,25,100,3.1,예체능계열
2010,경기대학교,일어일문학과,37,100,21.9,인문・사회계열
2010,경기대학교,경호안전학과,40,100,7.2,예체능계열
2010,경기대학교,한국화학과,20,100,3.8,예체능계열
2010,경기대학교,레저스포츠・건강학과,40,100,7.4,예체능계열
2010,경기대학교,중어중문학과,37,97.4,37.2,인문・사회계열
2010,경기대학교,영어영문학과,59,100,21.7,인문・사회계열
2010,경기대학교,외식・조리학과,41,100,31.5,인문・사회계열
2010,경기대학교,유아교육학과,20,100,26.6,인문・사회계열
2010,경기대학교,건축공학과,35,100,15.6,공학계열
2010,경기대학교,도시・교통공학과,48,100,16.1,공학계열
2010,경기대학교,식품생물공학과,38,100,22.6,자연과학계열
2010,경기대학교,건축학과,60,100,16.5,공학계열
2010,경기대학교,토목공학과,72,100,15.8,공학계열
2010,경기대학교,국제산업정보학과,25,100,6.4,인문・사회계열
2010,경기대학교,경영정보학과,35,100,22.9,인문・사회계열
2010,경기대학교,행정학과,62,100,20.7,인문・사회계열
2010,경기대학교,신소재공학과,75,100,24.3,공학계열
2010,경기대학교,문예창작학과,30,100,20.1,인문・사회계열
2010,경기대학교,기계시스템공학과,71,100,17.5,공학계열
2010,경기대학교,스포츠경영학과,40,100,5.9,예체능계열
2010,경기대학교,경영학과,129,100,21.9,인문・사회계열
2010,경기대학교,컴퓨터과학과,108,100,18.4,자연과학계열
2010,경기대학교,교정보호학과,30,100,16.2,인문・사회계열
2010,경기대학교,전자공학과,81,100,20.3,공학계열
2010,경기대학교,사학과,40,100,22.4,인문・사회계열
2010,경기대학교,환경에너지시스템공학과,72,100,17.9,공학계열
2010,경기대학교,국어국문학과,35,100,21.3,인문・사회계열
2010,경기대학교,러시아학과,38,100,22.1,인문・사회계열
2010,경기대학교,관광개발학과,41,100,24.1,인문・사회계열
2010,경기대학교,경찰행정학과,30,100,32,인문・사회계열
2010,경기대학교,화학공학과,40,100,18.3,공학계열
2010,경기대학교,이벤트학과,42,100,20.8,인문・사회계열
2010,경기대학교,국제통상학과,40,100,22.8,인문・사회계열
2010,경기대학교,법학과,40,100,20.7,인문・사회계열
2010,경기대학교,회계세무학과,38,100,20.6,인문・사회계열
2010,경기대학교,지식재산학과,40,100,17.8,인문・사회계열
2010,경기대학교,경제학과,38,100,18.7,인문・사회계열
2010,경기대학교,무역학과,38,100,25.3,인문・사회계열
2010,경기대학교,국제관계학과,38,100,21.3,인문・사회계열
2010,경기대학교,사회복지학과,30,100,28.4,인문・사회계열
2010,경기대학교,청소년학과,33,100,18.9,인문・사회계열
2010,경기대학교,산업경영공학과,75,100,15.5,공학계열
2010,경기대학교,정치매체관리학과,20,100,8.8,예체능계열
2010,경기대학교,법학과,40,97.5,23,인문・사회계열
2010,경기대학교,경제학과,40,100,25.5,인문・사회계열
2010,경기대학교,행정학과,40,100,27.4,인문・사회계열
2010,경기대학교,호텔경영학과,39,100,36.4,인문・사회계열
2010,경기대학교,관광경영학과,75,100,27.1,인문・사회계열
2010,경기대학교,연기학과,30,100,60.5,예체능계열
2010,경기대학교,전자디지털음악학과,20,100,6.8,예체능계열
2010,경기대학교,애니메이션학과,20,100,17.1,예체능계열
2010,경기대학교,영상학과,20,100,52.9,예체능계열
2010,경남대학교,문화콘텐츠학부,70,100,3.2,인문・사회계열
2010,경남대학교,물리치료학과,20,95,6,자연과학계열
2010,경남대학교,경호비서학부,70,98.6,3.3,인문・사회계열
2010,경남대학교,건강스포츠학과,60,95.1,2.6,자연과학계열
2010,경남대학교,간호학과,50,100,13.3,자연과학계열
2010,경남대학교,패션의류학과,40,100,3.5,자연과학계열
2010,경남대학교,디자인학부,80,98.8,2.8,예체능계열
2010,경남대학교,체육교육과,70,100,3.5,예체능계열
2010,경남대학교,미술교육과,50,98,4.4,예체능계열
2010,경남대학교,토목환경소방방재공학과군,150,98,2.9,공학계열
2010,경남대학교,식품생명영양학과군,120,100,3.7,자연과학계열
2010,경남대학교,건축학부,90,100,3.9,공학계열
2010,경남대학교,영어학부,90,98.9,2.2,인문・사회계열
2010,경남대학교,국어교육과,50,100,3.3,인문・사회계열
2010,경남대학교,일어교육과,30,100,3.1,인문・사회계열
2010,경남대학교,영어교육과,50,100,2.7,인문・사회계열
2010,경남대학교,가정교육과,30,100,3.3,자연과학계열
2010,경남대학교,과학교육과,40,100,3.6,자연과학계열
2010,경남대학교,수학교육과,40,100,3.1,자연과학계열
2010,경남대학교,음악교육과,40,95,3.2,예체능계열
2010,경남대학교,심리사회학부,70,100,4,인문・사회계열
2010,경남대학교,조선해양IT공학과,50,100,6.3,공학계열
2010,경남대학교,경영학부,260,99.2,3.6,인문・사회계열
2010,경남대학교,전기전자나노공학과군,200,100,3.2,공학계열
2010,경남대학교,인문학부,110,99.1,3.3,인문・사회계열
2010,경남대학교,중국학부,100,99,2.2,인문・사회계열
2010,경남대학교,행정경찰학부,140,100,5.3,인문・사회계열
2010,경남대학교,경제무역학부,170,100,2.7,인문・사회계열
2010,경남대학교,컴퓨터정보통신공학계열,170,100,2.9,공학계열
2010,경남대학교,신문방송정치외교학부,100,99,2.5,인문・사회계열
2010,경남대학교,유아교육과,30,100,6.3,인문・사회계열
2010,경남대학교,관광학부,120,100,4,인문・사회계열
2010,경남대학교,법학부,100,100,2.4,인문・사회계열
2010,경남대학교,e-비즈니스학부,80,100,3.8,인문・사회계열
2010,경남대학교,군사학과,40,100,6.1,인문・사회계열
2010,경남대학교,기계자동화공학부,170,99.4,3.3,공학계열
2010,경남대학교,교육학과,30,96.8,3,인문・사회계열
2010,경남대학교,사회복지학부,120,100,4.7,인문・사회계열
2010,경동대학교,사회복지경영학부,100,100,4.2,인문・사회계열
2010,경동대학교,관광학부,160,97,4,인문・사회계열
2010,경동대학교,유아교육과,40,100,5.6,인문・사회계열
2010,경동대학교,경찰행정학과,90,100,4.3,인문・사회계열
2010,경동대학교,스포츠마케팅학과,40,100,3.2,인문・사회계열
2010,경동대학교,IT공학부,70,100,4,공학계열
2010,경동대학교,한국어교원과,30,96.8,3.2,인문・사회계열
2010,경동대학교,안경광학과,30,96.7,7.2,자연과학계열
2010,경동대학교,건축토목공학부,70,100,5,공학계열
2010,경동대학교,중등특수교육과,20,100,3.8,인문・사회계열
2010,경동대학교,디자인학과,30,90.3,5.3,예체능계열
2010,경동대학교,응급구조학과,30,100,7.2,자연과학계열
2010,경동대학교,작업치료학과,40,100,9.2,자연과학계열
2010,경동대학교,해양심층수학과,40,90.2,3.6,자연과학계열
2010,경동대학교,임상병리학과,10,100,11.3,자연과학계열
2010,경동대학교,간호학과,30,100,16.5,자연과학계열
2010,경동대학교,물리치료학과,30,100,22.5,자연과학계열
2010,경동대학교,경호학과,40,87.5,4.3,인문・사회계열
2010,경북대학교,아동가족학과,20,100,6.1,자연과학계열
2010,경북대학교,지리학과,29,100,9.3,인문・사회계열
2010,경북대학교,천문대기과학과,26,100,6.8,자연과학계열
2010,경북대학교,물리 및 에너지학부,60,100,5.4,자연과학계열
2010,경북대학교,응용생명과학부,171,100,6,자연과학계열
2010,경북대학교,생명과학부,131,100,7.2,자연과학계열
2010,경북대학교,노어노문학과,29,100,7.6,인문・사회계열
2010,경북대학교,천연섬유학과,29,100,6.1,자연과학계열
2010,경북대학교,고고인류학과,25,100,13.4,인문・사회계열
2010,경북대학교,환경공학과,36,100,8.4,공학계열
2010,경북대학교,생물산업기계공학과,22,100,6.3,자연과학계열
2010,경북대학교,지질학과,32,100,6.3,자연과학계열
2010,경북대학교,자연과학계열,30,36.7,4,자연과학계열
2010,경북대학교,간호학과,110,99.1,6.7,자연과학계열
2010,경북대학교,의류학과,20,100,7,자연과학계열
2010,경북대학교,응용화학과,43,100,6.9,공학계열
2010,경북대학교,문헌정보학과,29,100,10.3,인문・사회계열
2010,경북대학교,"미술학과(한국화전공, 서양화전공, 조소전공, 조형예술이론전공)",44,100,5.3,예체능계열
2010,경북대학교,수의예과,57,100,7.2,자연과학계열
2010,경북대학교,불어불문학과,29,100,8.5,인문・사회계열
2010,경북대학교,화학과,41,100,9.1,자연과학계열
2010,경북대학교,통계학과,39,100,6.4,자연과학계열
2010,경북대학교,자연과학자율전공계열,303,100,8.4,자연과학계열
2010,경북대학교,수학과,39,100,5.6,자연과학계열
2010,경북대학교,시각정보디자인학과,22,100,4.9,예체능계열
2010,경북대학교,체육교육과,24,95.8,4.1,예체능계열
2010,경북대학교,윤리교육과,17,100,8.4,인문・사회계열
2010,경북대학교,수학교육과,27,100,10.7,자연과학계열
2010,경북대학교,유럽어교육학부 불어교육전공,8,100,8.9,인문・사회계열
2010,경북대학교,식품영양학과,20,100,9.5,자연과학계열
2010,경북대학교,유럽어교육학부 독어교육전공,8,100,7.3,인문・사회계열
2010,경북대학교,과학교육학부 지구과학교육전공,18,100,5.6,자연과학계열
2010,경북대학교,건축토목공학부(건축학전공),22,95.5,9.7,공학계열
2010,경북대학교,과학교육학부 생물교육전공,16,100,7.6,자연과학계열
2010,경북대학교,조경학과,29,100,6.5,자연과학계열
2010,경북대학교,과학교육학부 화학교육전공,18,100,5,자연과학계열
2010,경북대학교,"건축토목공학부(건축공학전공,토목공학전공)",64,100,7.9,공학계열
2010,경북대학교,중어중문학과,23,100,20.1,인문・사회계열
2010,경북대학교,과학교육학부 물리교육전공,18,100,4.8,자연과학계열
2010,경북대학교,농업토목공학과,22,100,7.4,자연과학계열
2010,경북대학교,한문학과,23,100,8.9,인문・사회계열
2010,경북대학교,독어독문학과,29,100,9.4,인문・사회계열
2010,경북대학교,영어교육과,28,100,9.1,인문・사회계열
2010,경북대학교,일어일문학과,29,100,7.2,인문・사회계열
2010,경북대학교,영어영문학과,63,100,7.6,인문・사회계열
2010,경북대학교,"국악학과(기악전공, 성악전공,이론작곡전공)",27,92.6,2,예체능계열
2010,경북대학교,사회교육학부 지리교육전공,18,100,4.4,인문・사회계열
2010,경북대학교,사회교육학부 일반사회교육전공,17,100,9.3,인문・사회계열
2010,경북대학교,"음악학과(성악전공, 피아노전공, 작곡전공, 관현악전공, 이론전공)",62,100,10.2,예체능계열
2010,경북대학교,국어교육과,35,100,10.7,인문・사회계열
2010,경북대학교,가정교육과,18,100,4.1,자연과학계열
2010,경북대학교,사회교육학부 역사교육전공,17,100,9.2,인문・사회계열
2010,경북대학교,신소재공학부,82,100,7.9,공학계열
2010,경북대학교,컴퓨터학부,98,100,5,공학계열
2010,경북대학교,전자공학부,323,100,4.9,공학계열
2010,경북대학교,철학과,23,100,8.6,인문・사회계열
2010,경북대학교,인문사회자율전공계열,198,100,13.3,인문・사회계열
2010,경북대학교,심리학과,29,100,12.3,인문・사회계열
2010,경북대학교,사학과,42,97.6,11.2,인문・사회계열
2010,경북대학교,섬유시스템공학과,39,100,6.4,공학계열
2010,경북대학교,인문사회계열,30,100,2.4,인문・사회계열
2010,경북대학교,전기공학과,48,100,5.4,공학계열
